"chr","pos","score","method"
"chr3",27967960,0.504,"ihs"
"chr3",28043960,0.598,"ihs"
"chr3",28119960,0.219,"ihs"
"chr3",28195961,0.956,"ihs"
"chr3",28271961,1.485,"ihs"
"chr3",28347961,0.611,"ihs"
"chr3",28423962,0.52,"ihs"
"chr3",28499962,0.094,"ihs"
"chr3",28575962,0.543,"ihs"
"chr3",28651963,0.036,"ihs"
"chr3",28727963,0.239,"ihs"
"chr3",28803963,1.19,"ihs"
"chr3",28879964,1.487,"ihs"
"chr3",28955964,0.656,"ihs"
"chr3",29031964,0.859,"ihs"
"chr3",29107964,0.036,"ihs"
"chr3",29183965,0.156,"ihs"
"chr3",29259965,0.02,"ihs"
"chr3",29335965,0.473,"ihs"
"chr3",29411966,0.994,"ihs"
"chr3",29487966,0.53,"ihs"
"chr3",29563966,1.125,"ihs"
"chr3",29639967,0.464,"ihs"
"chr3",29715967,0.481,"ihs"
"chr3",29791967,0.604,"ihs"
"chr3",29867967,0.02,"ihs"
"chr3",29943968,0.651,"ihs"
"chr3",30019968,0.02,"ihs"
"chr3",30095968,0.627,"ihs"
"chr3",30171969,0.366,"ihs"
"chr3",30247969,0.368,"ihs"
"chr3",30323969,0.201,"ihs"
"chr3",30399970,0.376,"ihs"
"chr3",30475970,0.26,"ihs"
"chr3",30551970,0.191,"ihs"
"chr3",30627971,0.879,"ihs"
"chr3",30703971,0.111,"ihs"
"chr3",30779971,0.719,"ihs"
"chr3",30855971,0.663,"ihs"
"chr3",30931972,1.048,"ihs"
"chr3",31007972,0.177,"ihs"
"chr3",31083972,0.434,"ihs"
"chr3",31159973,0.77,"ihs"
"chr3",31235973,0.02,"ihs"
"chr3",31311973,0.314,"ihs"
"chr3",31387974,0.516,"ihs"
"chr3",31463974,0.367,"ihs"
"chr3",31539974,0.109,"ihs"
"chr3",31615974,0.441,"ihs"
"chr3",31691975,0.141,"ihs"
"chr3",31767975,0.557,"ihs"
"chr3",31843975,0.635,"ihs"
"chr3",31919976,0.675,"ihs"
"chr3",31995976,0.627,"ihs"
"chr3",32071976,0.162,"ihs"
"chr3",32147977,0.02,"ihs"
"chr3",32223977,0.894,"ihs"
"chr3",32299977,0.047,"ihs"
"chr3",32375978,0.745,"ihs"
"chr3",32451978,0.344,"ihs"
"chr3",32527978,0.327,"ihs"
"chr3",32603978,1.034,"ihs"
"chr3",32679979,0.166,"ihs"
"chr3",32755979,0.08,"ihs"
"chr3",32831979,0.356,"ihs"
"chr3",32907980,0.778,"ihs"
"chr3",32983980,0.441,"ihs"
"chr3",33059980,0.259,"ihs"
"chr3",33135981,0.516,"ihs"
"chr3",33211981,0.939,"ihs"
"chr3",33287981,0.034,"ihs"
"chr3",33363981,0.791,"ihs"
"chr3",33439982,0.32,"ihs"
"chr3",33515982,0.997,"ihs"
"chr3",33591982,0.681,"ihs"
"chr3",33667983,0.815,"ihs"
"chr3",33743983,1.011,"ihs"
"chr3",33819983,0.135,"ihs"
"chr3",33895984,0.552,"ihs"
"chr3",33971984,0.735,"ihs"
"chr3",34047984,0.506,"ihs"
"chr3",34123984,0.784,"ihs"
"chr3",34199985,1.396,"ihs"
"chr3",34275985,0.817,"ihs"
"chr3",34351985,0.672,"ihs"
"chr3",34427986,1.4,"ihs"
"chr3",34503986,0.605,"ihs"
"chr3",34579986,1.013,"ihs"
"chr3",34655987,0.207,"ihs"
"chr3",34731987,0.56,"ihs"
"chr3",34807987,0.708,"ihs"
"chr3",34883988,0.02,"ihs"
"chr3",34959988,0.543,"ihs"
"chr3",35035988,0.158,"ihs"
"chr3",35111988,0.025,"ihs"
"chr3",35187989,0.86,"ihs"
"chr3",35263989,0.627,"ihs"
"chr3",35339989,0.02,"ihs"
"chr3",35415990,0.637,"ihs"
"chr3",35491990,0.607,"ihs"
"chr3",35567990,0.98,"ihs"
"chr3",35643991,0.921,"ihs"
"chr3",35719991,1.384,"ihs"
"chr3",35795991,1.105,"ihs"
"chr3",35871991,0.789,"ihs"
"chr3",35947992,0.49,"ihs"
"chr3",36023992,0.186,"ihs"
"chr3",36099992,1.313,"ihs"
"chr3",36175993,0.402,"ihs"
"chr3",36251993,1.278,"ihs"
"chr3",36327993,1.218,"ihs"
"chr3",36403994,0.064,"ihs"
"chr3",36479994,0.496,"ihs"
"chr3",36555994,0.254,"ihs"
"chr3",36631995,0.104,"ihs"
"chr3",36707995,0.306,"ihs"
"chr3",36783995,1.303,"ihs"
"chr3",36859995,0.806,"ihs"
"chr3",36935996,0.697,"ihs"
"chr3",37011996,0.66,"ihs"
"chr3",37087996,0.452,"ihs"
"chr3",37163997,0.441,"ihs"
"chr3",37239997,0.138,"ihs"
"chr3",37315997,0.082,"ihs"
"chr3",37391998,0.059,"ihs"
"chr3",37467998,0.881,"ihs"
"chr3",37543998,0.331,"ihs"
"chr3",37619998,0.455,"ihs"
"chr3",37695999,1.396,"ihs"
"chr3",37771999,0.179,"ihs"
"chr3",37847999,0.364,"ihs"
"chr3",37924000,1.447,"ihs"
"chr3",3.8e+07,1.915,"ihs"
"chr4",61876,2.022,"xpclr"
"chr4",123876,1.738,"xpclr"
"chr4",185877,2.551,"xpclr"
"chr4",247877,3.046,"xpclr"
"chr4",309877,4.807,"xpclr"
"chr4",371877,3.017,"xpclr"
"chr4",433878,2.994,"xpclr"
"chr4",495878,4.459,"xpclr"
"chr4",557878,5.163,"xpclr"
"chr4",619878,3.787,"xpclr"
"chr4",681879,5.031,"xpclr"
"chr4",743879,10.895,"xpclr"
"chr4",805879,7.639,"xpclr"
"chr4",867879,5.528,"xpclr"
"chr4",929880,2.812,"xpclr"
"chr4",991880,3.38,"xpclr"
"chr4",1053880,4.314,"xpclr"
"chr4",1115880,2.028,"xpclr"
"chr4",1177881,2.628,"xpclr"
"chr4",1239881,1.852,"xpclr"
"chr4",1301881,0.885,"xpclr"
"chr4",1363881,1.107,"xpclr"
"chr4",1425882,0.941,"xpclr"
"chr4",1487882,1.266,"xpclr"
"chr4",1549882,1.432,"xpclr"
"chr4",1611882,1.7,"xpclr"
"chr4",1673883,1.027,"xpclr"
"chr4",1735883,1.22,"xpclr"
"chr4",1797883,1.761,"xpclr"
"chr4",1859883,1.626,"xpclr"
"chr4",1921884,0.578,"xpclr"
"chr4",1983884,0.631,"xpclr"
"chr4",2045884,0.761,"xpclr"
"chr4",2107884,1.124,"xpclr"
"chr4",2169885,1.369,"xpclr"
"chr4",2231885,2.473,"xpclr"
"chr4",2293885,2.278,"xpclr"
"chr4",2355885,2.171,"xpclr"
"chr4",2417886,2.131,"xpclr"
"chr4",2479886,2.052,"xpclr"
"chr4",2541886,1.699,"xpclr"
"chr4",2603886,1.886,"xpclr"
"chr4",2665887,1.307,"xpclr"
"chr4",2727887,1.216,"xpclr"
"chr4",2789887,1.575,"xpclr"
"chr4",2851887,1.741,"xpclr"
"chr4",2913888,2.501,"xpclr"
"chr4",2975888,2.775,"xpclr"
"chr4",3037888,2.848,"xpclr"
"chr4",3099888,3.266,"xpclr"
"chr4",3161889,3.523,"xpclr"
"chr4",3223889,2.668,"xpclr"
"chr4",3285889,3.736,"xpclr"
"chr4",3347889,3.204,"xpclr"
"chr4",3409890,3.024,"xpclr"
"chr4",3471890,4.254,"xpclr"
"chr4",3533890,3.934,"xpclr"
"chr4",3595890,5.291,"xpclr"
"chr4",3657891,6.127,"xpclr"
"chr4",3719891,4.598,"xpclr"
"chr4",3781891,3.234,"xpclr"
"chr4",3843891,3.866,"xpclr"
"chr4",3905892,5.818,"xpclr"
"chr4",3967892,5.457,"xpclr"
"chr4",4029892,5.401,"xpclr"
"chr4",4091892,3.627,"xpclr"
"chr4",4153893,3.884,"xpclr"
"chr4",4215893,8.013,"xpclr"
"chr4",4277893,13.995,"xpclr"
"chr4",4339893,17.12,"xpclr"
"chr4",4401894,20.569,"xpclr"
"chr4",4463894,18.644,"xpclr"
"chr4",4525894,13.944,"xpclr"
"chr4",4587894,15.408,"xpclr"
"chr4",4649895,16.8,"xpclr"
"chr4",4711895,16.165,"xpclr"
"chr4",4773895,14.48,"xpclr"
"chr4",4835895,13.302,"xpclr"
"chr4",4897896,9.77,"xpclr"
"chr4",4959896,5.8,"xpclr"
"chr4",5021896,4.607,"xpclr"
"chr4",5083896,5.701,"xpclr"
"chr4",5145897,5.313,"xpclr"
"chr4",5207897,5.06,"xpclr"
"chr4",5269897,4.221,"xpclr"
"chr4",5331897,5.824,"xpclr"
"chr4",5393898,3.046,"xpclr"
"chr4",5455898,1.82,"xpclr"
"chr4",5517898,1.983,"xpclr"
"chr4",5579898,2.509,"xpclr"
"chr4",5641899,3.61,"xpclr"
"chr4",5703899,2.664,"xpclr"
"chr4",5765899,2.362,"xpclr"
"chr4",5827899,3.874,"xpclr"
"chr4",5889900,3.202,"xpclr"
"chr4",5951900,2.801,"xpclr"
"chr4",6013900,3.676,"xpclr"
"chr4",6075900,3.959,"xpclr"
"chr4",6137901,3.93,"xpclr"
"chr4",6199901,2.593,"xpclr"
"chr4",6261901,1.389,"xpclr"
"chr4",6323901,3.018,"xpclr"
"chr4",6385902,2.553,"xpclr"
"chr4",6447902,3.419,"xpclr"
"chr4",6509902,4.667,"xpclr"
"chr4",6571902,5.091,"xpclr"
"chr4",6633903,4.727,"xpclr"
"chr4",6695903,5.146,"xpclr"
"chr4",6757903,4.928,"xpclr"
"chr4",6819903,6.909,"xpclr"
"chr4",6881904,6.973,"xpclr"
"chr4",6943904,4.938,"xpclr"
"chr4",7005904,4.252,"xpclr"
"chr4",7067904,3.765,"xpclr"
"chr4",7129905,4.102,"xpclr"
"chr4",7191905,1.774,"xpclr"
"chr4",7253905,1.066,"xpclr"
"chr4",7315905,1.218,"xpclr"
"chr4",7377906,0.793,"xpclr"
"chr4",7439906,1.076,"xpclr"
"chr4",7501906,1.552,"xpclr"
"chr4",7563906,2.156,"xpclr"
"chr4",7625907,1.028,"xpclr"
"chr4",7687907,1.084,"xpclr"
"chr4",7749907,0.779,"xpclr"
"chr4",7811907,0.752,"xpclr"
"chr4",7873907,0.86,"xpclr"
"chr4",7935908,1.28,"xpclr"
"chr4",7997908,0.399,"xpclr"
"chr4",8059908,0.2,"xpclr"
"chr4",8121908,0.274,"xpclr"
"chr4",8183909,0.38,"xpclr"
"chr4",8245909,0.351,"xpclr"
"chr4",8307909,0.359,"xpclr"
"chr4",8369909,0.647,"xpclr"
"chr4",8431910,0.471,"xpclr"
"chr4",8493910,0.906,"xpclr"
"chr4",8555910,0.906,"xpclr"
"chr4",8617910,0.434,"xpclr"
"chr4",8679911,0.497,"xpclr"
"chr4",8741911,0.731,"xpclr"
"chr4",8803911,0.542,"xpclr"
"chr4",8865911,0.572,"xpclr"
"chr4",8927912,0.623,"xpclr"
"chr4",8989912,0.52,"xpclr"
"chr4",9051912,0.586,"xpclr"
"chr4",9113912,0.599,"xpclr"
"chr4",9175913,0.784,"xpclr"
"chr4",9237913,1.017,"xpclr"
"chr4",9299913,1.392,"xpclr"
"chr4",9361913,1.911,"xpclr"
"chr4",9423914,2.306,"xpclr"
"chr4",9485914,2.445,"xpclr"
"chr4",9547914,3.511,"xpclr"
"chr4",9609914,3.78,"xpclr"
"chr4",9671915,4.882,"xpclr"
"chr4",9733915,3.927,"xpclr"
"chr4",9795915,3.74,"xpclr"
"chr4",9857915,3.971,"xpclr"
"chr4",9919916,4.033,"xpclr"
"chr4",9981916,4.419,"xpclr"
"chr4",10043916,4.623,"xpclr"
"chr4",10105916,5.108,"xpclr"
"chr4",10167917,5.915,"xpclr"
"chr4",10229917,6.778,"xpclr"
"chr4",10291917,7.644,"xpclr"
"chr4",10353917,8.883,"xpclr"
"chr4",10415918,10.102,"xpclr"
"chr4",10477918,11.717,"xpclr"
"chr4",10539918,13.168,"xpclr"
"chr4",10601918,14.615,"xpclr"
"chr4",10663919,16.35,"xpclr"
"chr4",10725919,18.331,"xpclr"
"chr4",10787919,20.91,"xpclr"
"chr4",10849919,24.276,"xpclr"
"chr4",10911920,26.581,"xpclr"
"chr4",10973920,28.288,"xpclr"
"chr4",11035920,30.15,"xpclr"
"chr4",11097920,33.845,"xpclr"
"chr4",11159921,34.852,"xpclr"
"chr4",11221921,36.64,"xpclr"
"chr4",11283921,41.538,"xpclr"
"chr4",11345921,42.208,"xpclr"
"chr4",11407922,42.352,"xpclr"
"chr4",11469922,42.34,"xpclr"
"chr4",11531922,43.521,"xpclr"
"chr4",11593922,43.059,"xpclr"
"chr4",11655923,44.639,"xpclr"
"chr4",11717923,44.186,"xpclr"
"chr4",11779923,44.213,"xpclr"
"chr4",11841923,45.356,"xpclr"
"chr4",11903924,46.073,"xpclr"
"chr4",11965924,43.658,"xpclr"
"chr4",12027924,42.055,"xpclr"
"chr4",12089924,41.869,"xpclr"
"chr4",12151925,39.729,"xpclr"
"chr4",12213925,38.597,"xpclr"
"chr4",12275925,37.779,"xpclr"
"chr4",12337925,36.858,"xpclr"
"chr4",12399926,38.143,"xpclr"
"chr4",12461926,36.803,"xpclr"
"chr4",12523926,31.915,"xpclr"
"chr4",12585926,29.198,"xpclr"
"chr4",12647927,29.044,"xpclr"
"chr4",12709927,29.336,"xpclr"
"chr4",12771927,25.598,"xpclr"
"chr4",12833927,20.556,"xpclr"
"chr4",12895928,20.131,"xpclr"
"chr4",12957928,18.078,"xpclr"
"chr4",13019928,16.447,"xpclr"
"chr4",13081928,13.698,"xpclr"
"chr4",13143929,14.266,"xpclr"
"chr4",13205929,14.701,"xpclr"
"chr4",13267929,13.554,"xpclr"
"chr4",13329929,14.155,"xpclr"
"chr4",13391930,11.232,"xpclr"
"chr4",13453930,10.866,"xpclr"
"chr4",13515930,8.285,"xpclr"
"chr4",13577930,5.598,"xpclr"
"chr4",13639931,7.087,"xpclr"
"chr4",13701931,6.768,"xpclr"
"chr4",13763931,5.914,"xpclr"
"chr4",13825931,8.21,"xpclr"
"chr4",13887932,8.997,"xpclr"
"chr4",13949932,12.275,"xpclr"
"chr4",14011932,9.155,"xpclr"
"chr4",14073932,8.989,"xpclr"
"chr4",14135933,10.107,"xpclr"
"chr4",14197933,11.898,"xpclr"
"chr4",14259933,12.111,"xpclr"
"chr4",14321933,5.478,"xpclr"
"chr4",14383934,4.368,"xpclr"
"chr4",14445934,4.555,"xpclr"
"chr4",14507934,10.111,"xpclr"
"chr4",14569934,22.228,"xpclr"
"chr4",14631935,25.934,"xpclr"
"chr4",14693935,16.945,"xpclr"
"chr4",14755935,10.495,"xpclr"
"chr4",14817935,7.499,"xpclr"
"chr4",14879936,6.012,"xpclr"
"chr4",14941936,6.152,"xpclr"
"chr4",15003936,8.067,"xpclr"
"chr4",15065936,6.571,"xpclr"
"chr4",15127937,5.604,"xpclr"
"chr4",15189937,4.655,"xpclr"
"chr4",15251937,3.574,"xpclr"
"chr4",15313937,5.025,"xpclr"
"chr4",15375938,7.266,"xpclr"
"chr4",15437938,6.519,"xpclr"
"chr4",15499938,6.475,"xpclr"
"chr4",15561938,5.736,"xpclr"
"chr4",15623938,3.521,"xpclr"
"chr4",15685939,1.86,"xpclr"
"chr4",15747939,1.763,"xpclr"
"chr4",15809939,1.758,"xpclr"
"chr4",15871939,2.95,"xpclr"
"chr4",15933940,4.115,"xpclr"
"chr4",15995940,2.314,"xpclr"
"chr4",16057940,3.135,"xpclr"
"chr4",16119940,2.698,"xpclr"
"chr4",16181941,2.161,"xpclr"
"chr4",16243941,2.909,"xpclr"
"chr4",16305941,3.548,"xpclr"
"chr4",16367941,5.099,"xpclr"
"chr4",16429942,5.181,"xpclr"
"chr4",16491942,4.572,"xpclr"
"chr4",16553942,2.613,"xpclr"
"chr4",16615942,2.681,"xpclr"
"chr4",16677943,2.321,"xpclr"
"chr4",16739943,2.356,"xpclr"
"chr4",16801943,1.851,"xpclr"
"chr4",16863943,1.182,"xpclr"
"chr4",16925944,1.681,"xpclr"
"chr4",16987944,1.799,"xpclr"
"chr4",17049944,1.329,"xpclr"
"chr4",17111944,0.891,"xpclr"
"chr4",17173945,1.215,"xpclr"
"chr4",17235945,0.846,"xpclr"
"chr4",17297945,1.25,"xpclr"
"chr4",17359945,0.947,"xpclr"
"chr4",17421946,0.849,"xpclr"
"chr4",17483946,0.771,"xpclr"
"chr4",17545946,0.892,"xpclr"
"chr4",17607946,1.506,"xpclr"
"chr4",17669947,2.969,"xpclr"
"chr4",17731947,2.182,"xpclr"
"chr4",17793947,3.244,"xpclr"
"chr4",17855947,2.074,"xpclr"
"chr4",17917948,2.221,"xpclr"
"chr4",17979948,1.487,"xpclr"
"chr4",18041948,2.382,"xpclr"
"chr4",18103948,1.751,"xpclr"
"chr4",18165949,2.858,"xpclr"
"chr4",18227949,3.571,"xpclr"
"chr4",18289949,4.047,"xpclr"
"chr4",18351949,2.203,"xpclr"
"chr4",18413950,1.94,"xpclr"
"chr4",18475950,1.869,"xpclr"
"chr4",18537950,1.808,"xpclr"
"chr4",18599950,1.868,"xpclr"
"chr4",18661951,2.233,"xpclr"
"chr4",18723951,1.044,"xpclr"
"chr4",18785951,1.091,"xpclr"
"chr4",18847951,0.835,"xpclr"
"chr4",18909952,0.709,"xpclr"
"chr4",18971952,0.838,"xpclr"
"chr4",19033952,0.646,"xpclr"
"chr4",19095952,0.841,"xpclr"
"chr4",19157953,1.087,"xpclr"
"chr4",19219953,2.784,"xpclr"
"chr4",19281953,2,"xpclr"
"chr4",19343953,1.796,"xpclr"
"chr4",19405954,1.926,"xpclr"
"chr4",19467954,1.993,"xpclr"
"chr4",19529954,2.568,"xpclr"
"chr4",19591954,2.977,"xpclr"
"chr4",19653955,3.793,"xpclr"
"chr4",19715955,4.281,"xpclr"
"chr4",19777955,5.124,"xpclr"
"chr4",19839955,6.233,"xpclr"
"chr4",19901956,7.124,"xpclr"
"chr4",19963956,7.915,"xpclr"
"chr4",20025956,10.062,"xpclr"
"chr4",20087956,11.548,"xpclr"
"chr4",20149957,14.027,"xpclr"
"chr4",20211957,14.581,"xpclr"
"chr4",20273957,16.263,"xpclr"
"chr4",20335957,17.585,"xpclr"
"chr4",20397958,17.838,"xpclr"
"chr4",20459958,19.525,"xpclr"
"chr4",20521958,20.567,"xpclr"
"chr4",20583958,19.732,"xpclr"
"chr4",20645959,18.692,"xpclr"
"chr4",20707959,18.689,"xpclr"
"chr4",20769959,18.888,"xpclr"
"chr4",20831959,19.709,"xpclr"
"chr4",20893960,20.112,"xpclr"
"chr4",20955960,19.889,"xpclr"
"chr4",21017960,18.583,"xpclr"
"chr4",21079960,18.428,"xpclr"
"chr4",21141961,19.239,"xpclr"
"chr4",21203961,20.952,"xpclr"
"chr4",21265961,23.729,"xpclr"
"chr4",21327961,23.829,"xpclr"
"chr4",21389962,22.02,"xpclr"
"chr4",21451962,14.135,"xpclr"
"chr4",21513962,10.997,"xpclr"
"chr4",21575962,8.773,"xpclr"
"chr4",21637963,9.177,"xpclr"
"chr4",21699963,8.947,"xpclr"
"chr4",21761963,7.4,"xpclr"
"chr4",21823963,6.112,"xpclr"
"chr4",21885964,5.861,"xpclr"
"chr4",21947964,4.266,"xpclr"
"chr4",22009964,3.502,"xpclr"
"chr4",22071964,2.675,"xpclr"
"chr4",22133965,2.396,"xpclr"
"chr4",22195965,2.29,"xpclr"
"chr4",22257965,2.165,"xpclr"
"chr4",22319965,3.736,"xpclr"
"chr4",22381966,3.156,"xpclr"
"chr4",22443966,2.015,"xpclr"
"chr4",22505966,1.84,"xpclr"
"chr4",22567966,1.577,"xpclr"
"chr4",22629967,1.612,"xpclr"
"chr4",22691967,1.845,"xpclr"
"chr4",22753967,1.064,"xpclr"
"chr4",22815967,1.247,"xpclr"
"chr4",22877968,1.348,"xpclr"
"chr4",22939968,1.812,"xpclr"
"chr4",23001968,2.58,"xpclr"
"chr4",23063968,2.323,"xpclr"
"chr4",23125969,2.474,"xpclr"
"chr4",23187969,2.63,"xpclr"
"chr4",23249969,2.304,"xpclr"
"chr4",23311969,2.656,"xpclr"
"chr4",23373969,2.838,"xpclr"
"chr4",23435970,2.418,"xpclr"
"chr4",23497970,4.213,"xpclr"
"chr4",23559970,3.544,"xpclr"
"chr4",23621970,4.122,"xpclr"
"chr4",23683971,5.732,"xpclr"
"chr4",23745971,6.73,"xpclr"
"chr4",23807971,5.293,"xpclr"
"chr4",23869971,5.474,"xpclr"
"chr4",23931972,5.76,"xpclr"
"chr4",23993972,4.897,"xpclr"
"chr4",24055972,3.121,"xpclr"
"chr4",24117972,3.71,"xpclr"
"chr4",24179973,1.961,"xpclr"
"chr4",24241973,2.109,"xpclr"
"chr4",24303973,1.772,"xpclr"
"chr4",24365973,2.524,"xpclr"
"chr4",24427974,2.376,"xpclr"
"chr4",24489974,3.779,"xpclr"
"chr4",24551974,3.786,"xpclr"
"chr4",24613974,3.524,"xpclr"
"chr4",24675975,4.346,"xpclr"
"chr4",24737975,2.662,"xpclr"
"chr4",24799975,2.127,"xpclr"
"chr4",24861975,1.702,"xpclr"
"chr4",24923976,3.056,"xpclr"
"chr4",24985976,2.624,"xpclr"
"chr4",25047976,1.769,"xpclr"
"chr4",25109976,3.042,"xpclr"
"chr4",25171977,2.248,"xpclr"
"chr4",25233977,2.531,"xpclr"
"chr4",25295977,1.653,"xpclr"
"chr4",25357977,1.266,"xpclr"
"chr4",25419978,1.844,"xpclr"
"chr4",25481978,1.979,"xpclr"
"chr4",25543978,2.281,"xpclr"
"chr4",25605978,3.136,"xpclr"
"chr4",25667979,3.085,"xpclr"
"chr4",25729979,3.992,"xpclr"
"chr4",25791979,5.575,"xpclr"
"chr4",25853979,4.272,"xpclr"
"chr4",25915980,7.957,"xpclr"
"chr4",25977980,5.727,"xpclr"
"chr4",26039980,4.561,"xpclr"
"chr4",26101980,4.03,"xpclr"
"chr4",26163981,5.417,"xpclr"
"chr4",26225981,3.939,"xpclr"
"chr4",26287981,2.39,"xpclr"
"chr4",26349981,3.052,"xpclr"
"chr4",26411982,2.331,"xpclr"
"chr4",26473982,1.541,"xpclr"
"chr4",26535982,1.336,"xpclr"
"chr4",26597982,1.913,"xpclr"
"chr4",26659983,1.719,"xpclr"
"chr4",26721983,1.203,"xpclr"
"chr4",26783983,1.421,"xpclr"
"chr4",26845983,1.208,"xpclr"
"chr4",26907984,1.158,"xpclr"
"chr4",26969984,0.741,"xpclr"
"chr4",27031984,0.757,"xpclr"
"chr4",27093984,0.936,"xpclr"
"chr4",27155985,1.095,"xpclr"
"chr4",27217985,1.073,"xpclr"
"chr4",27279985,1.061,"xpclr"
"chr4",27341985,1.28,"xpclr"
"chr4",27403986,1.845,"xpclr"
"chr4",27465986,2.404,"xpclr"
"chr4",27527986,1.674,"xpclr"
"chr4",27589986,1.776,"xpclr"
"chr4",27651987,1.613,"xpclr"
"chr4",27713987,1.719,"xpclr"
"chr4",27775987,1.529,"xpclr"
"chr4",27837987,1.655,"xpclr"
"chr4",27899988,1.824,"xpclr"
"chr4",27961988,2.119,"xpclr"
"chr4",28023988,1.311,"xpclr"
"chr4",28085988,1.326,"xpclr"
"chr4",28147989,2.319,"xpclr"
"chr4",28209989,2.118,"xpclr"
"chr4",28271989,2.833,"xpclr"
"chr4",28333989,1.471,"xpclr"
"chr4",28395990,1.896,"xpclr"
"chr4",28457990,1.645,"xpclr"
"chr4",28519990,2.054,"xpclr"
"chr4",28581990,2.132,"xpclr"
"chr4",28643991,3.444,"xpclr"
"chr4",28705991,2.742,"xpclr"
"chr4",28767991,2.203,"xpclr"
"chr4",28829991,2.254,"xpclr"
"chr4",28891992,1.786,"xpclr"
"chr4",28953992,2.319,"xpclr"
"chr4",29015992,2.608,"xpclr"
"chr4",29077992,2.005,"xpclr"
"chr4",29139993,4.369,"xpclr"
"chr4",29201993,6.758,"xpclr"
"chr4",29263993,8.859,"xpclr"
"chr4",29325993,5.858,"xpclr"
"chr4",29387994,14.21,"xpclr"
"chr4",29449994,7.074,"xpclr"
"chr4",29511994,4.663,"xpclr"
"chr4",29573994,3.405,"xpclr"
"chr4",29635995,5.108,"xpclr"
"chr4",29697995,2.462,"xpclr"
"chr4",29759995,3.397,"xpclr"
"chr4",29821995,4.515,"xpclr"
"chr4",29883996,3.332,"xpclr"
"chr4",29945996,3.181,"xpclr"
"chr4",30007996,2.823,"xpclr"
"chr4",30069996,2.421,"xpclr"
"chr4",30131997,2.209,"xpclr"
"chr4",30193997,1.239,"xpclr"
"chr4",30255997,1.42,"xpclr"
"chr4",30317997,1.253,"xpclr"
"chr4",30379998,1.179,"xpclr"
"chr4",30441998,1.052,"xpclr"
"chr4",30503998,1.251,"xpclr"
"chr4",30565998,1.388,"xpclr"
"chr4",30627999,1.872,"xpclr"
"chr4",30689999,3.313,"xpclr"
"chr4",30751999,3.5,"xpclr"
"chr4",30813999,4.822,"xpclr"
"chr4",30876000,7.35,"xpclr"
"chr4",30938000,5.062,"xpclr"
"chr4",3.1e+07,5.153,"xpclr"
"chr4",61876,0.405,"ihs"
"chr4",123876,0.293,"ihs"
"chr4",185877,0.145,"ihs"
"chr4",247877,0.186,"ihs"
"chr4",309877,0.747,"ihs"
"chr4",371877,0.251,"ihs"
"chr4",433878,0.194,"ihs"
"chr4",495878,0.269,"ihs"
"chr4",557878,0.708,"ihs"
"chr4",619878,0.313,"ihs"
"chr4",681879,0.176,"ihs"
"chr4",743879,1.124,"ihs"
"chr4",805879,0.923,"ihs"
"chr4",867879,0.619,"ihs"
"chr4",929880,0.177,"ihs"
"chr4",991880,0.224,"ihs"
"chr4",1053880,0.318,"ihs"
"chr4",1115880,0.463,"ihs"
"chr4",1177881,0.188,"ihs"
"chr4",1239881,0.442,"ihs"
"chr4",1301881,0.495,"ihs"
"chr4",1363881,0.929,"ihs"
"chr4",1425882,0.568,"ihs"
"chr4",1487882,0.454,"ihs"
"chr4",1549882,0.152,"ihs"
"chr4",1611882,0.43,"ihs"
"chr4",1673883,0.682,"ihs"
"chr4",1735883,0.388,"ihs"
"chr4",1797883,0.351,"ihs"
"chr4",1859883,0.518,"ihs"
"chr4",1921884,0.98,"ihs"
"chr4",1983884,1.087,"ihs"
"chr4",2045884,1.518,"ihs"
"chr4",2107884,0.945,"ihs"
"chr4",2169885,0.909,"ihs"
"chr4",2231885,0.186,"ihs"
"chr4",2293885,0.256,"ihs"
"chr4",2355885,0.211,"ihs"
"chr4",2417886,0.061,"ihs"
"chr4",2479886,0.118,"ihs"
"chr4",2541886,0.343,"ihs"
"chr4",2603886,0.333,"ihs"
"chr4",2665887,1.192,"ihs"
"chr4",2727887,0.974,"ihs"
"chr4",2789887,0.368,"ihs"
"chr4",2851887,0.331,"ihs"
"chr4",2913888,0.027,"ihs"
"chr4",2975888,0.386,"ihs"
"chr4",3037888,0.222,"ihs"
"chr4",3099888,0.329,"ihs"
"chr4",3161889,0.229,"ihs"
"chr4",3223889,0.373,"ihs"
"chr4",3285889,0.805,"ihs"
"chr4",3347889,0.935,"ihs"
"chr4",3409890,0.451,"ihs"
"chr4",3471890,0.105,"ihs"
"chr4",3533890,0.255,"ihs"
"chr4",3595890,0.638,"ihs"
"chr4",3657891,0.544,"ihs"
"chr4",3719891,0.549,"ihs"
"chr4",3781891,0.463,"ihs"
"chr4",3843891,0.549,"ihs"
"chr4",3905892,0.828,"ihs"
"chr4",3967892,0.506,"ihs"
"chr4",4029892,0.578,"ihs"
"chr4",4091892,0.455,"ihs"
"chr4",4153893,0.156,"ihs"
"chr4",4215893,1.012,"ihs"
"chr4",4277893,1.892,"ihs"
"chr4",4339893,1.928,"ihs"
"chr4",4401894,1.986,"ihs"
"chr4",4463894,1.857,"ihs"
"chr4",4525894,1.717,"ihs"
"chr4",4587894,1.778,"ihs"
"chr4",4649895,1.542,"ihs"
"chr4",4711895,1.544,"ihs"
"chr4",4773895,1.449,"ihs"
"chr4",4835895,1.349,"ihs"
