"chr","pos","stat","value"
"chr3",26694929,"pi",3.5664
"chr3",26789930,"pi",4.0359
"chr3",26884931,"pi",3.6878
"chr3",26979931,"pi",3.4927
"chr3",27074932,"pi",3.025
"chr3",27169932,"pi",3.9124
"chr3",27264933,"pi",3.9655
"chr3",27359933,"pi",3.5389
"chr3",27454934,"pi",2.8747
"chr3",27549935,"pi",3.2884
"chr3",27644935,"pi",3.6735
"chr3",27739936,"pi",4.4423
"chr3",27834936,"pi",4.9105
"chr3",27929937,"pi",4.8534
"chr3",28024938,"pi",5.0564
"chr3",28119938,"pi",4.8094
"chr3",28214939,"pi",4.3982
"chr3",28309939,"pi",4.6185
"chr3",28404940,"pi",4.3619
"chr3",28499941,"pi",4.4441
"chr3",28594941,"pi",4.0449
"chr3",28689942,"pi",4.1584
"chr3",28784942,"pi",4.5005
"chr3",28879943,"pi",5.1556
"chr3",28974944,"pi",5.4066
"chr3",29069944,"pi",5.6042
"chr3",29164945,"pi",6.146
"chr3",29259945,"pi",7.0907
"chr3",29354946,"pi",7.4219
"chr3",29449947,"pi",6.7901
"chr3",29544947,"pi",5.8333
"chr3",29639948,"pi",5.3617
"chr3",29734948,"pi",4.0049
"chr3",29829949,"pi",3.8649
"chr3",29924950,"pi",4.2156
"chr3",30019950,"pi",4.4129
"chr3",30114951,"pi",4.702
"chr3",30209951,"pi",4.7072
"chr3",30304952,"pi",4.459
"chr3",30399952,"pi",4.5782
"chr3",30494953,"pi",4.211
"chr3",30589954,"pi",3.8825
"chr3",30684954,"pi",3.7902
"chr3",30779955,"pi",3.7047
"chr3",30874955,"pi",3.9447
"chr3",30969956,"pi",4.4265
"chr3",31064957,"pi",4.8419
"chr3",31159957,"pi",5.6413
"chr3",31254958,"pi",5.1697
"chr3",31349958,"pi",4.6381
"chr3",31444959,"pi",4.5894
"chr3",31539960,"pi",4.0144
"chr3",31634960,"pi",4.2245
"chr3",31729961,"pi",4.3395
"chr3",31824961,"pi",4.6649
"chr3",31919962,"pi",5.0152
"chr3",32014963,"pi",5.0536
"chr3",32109963,"pi",5.5209
"chr3",32204964,"pi",5.2499
"chr3",32299964,"pi",6.3879
"chr3",32394965,"pi",6.4651
"chr3",32489966,"pi",6.5428
"chr3",32584966,"pi",5.9633
"chr3",32679967,"pi",5.7892
"chr3",32774967,"pi",5.0267
"chr3",32869968,"pi",5.7207
"chr3",32964969,"pi",5.1934
"chr3",33059969,"pi",4.498
"chr3",33154970,"pi",4.9891
"chr3",33249970,"pi",5.0002
"chr3",33344971,"pi",4.2987
"chr3",33439971,"pi",3.5059
"chr3",33534972,"pi",3.0072
"chr3",33629973,"pi",2.9965
"chr3",33724973,"pi",2.1134
"chr3",33819974,"pi",1.8939
"chr3",33914974,"pi",1.6642
"chr3",34009975,"pi",2.5527
"chr3",34104976,"pi",1.9776
"chr3",34199976,"pi",2.142
"chr3",34294977,"pi",2.5478
"chr3",34389977,"pi",1.8865
"chr3",34484978,"pi",1.5833
"chr3",34579979,"pi",2.5036
"chr3",34674979,"pi",2.6875
"chr3",34769980,"pi",2.7184
"chr3",34864980,"pi",2.9068
"chr3",34959981,"pi",2.7417
"chr3",35054982,"pi",3.2372
"chr3",35149982,"pi",2.7352
"chr3",35244983,"pi",3.5264
"chr3",35339983,"pi",3.1597
"chr3",35434984,"pi",3.7619
"chr3",35529985,"pi",3.0301
"chr3",35624985,"pi",3.2253
"chr3",35719986,"pi",3.0232
"chr3",35814986,"pi",3.6528
"chr3",35909987,"pi",3.921
"chr3",36004988,"pi",3.0145
"chr3",36099988,"pi",3.7233
"chr3",36194989,"pi",3.5068
"chr3",36289989,"pi",4.0181
"chr3",36384990,"pi",3.954
"chr3",36479990,"pi",4.4431
"chr3",36574991,"pi",3.7128
"chr3",36669992,"pi",3.5583
"chr3",36764992,"pi",3.5648
"chr3",36859993,"pi",3.4788
"chr3",36954993,"pi",3.4092
"chr3",37049994,"pi",3.5761
"chr3",37144995,"pi",3.8267
"chr3",37239995,"pi",3.2889
"chr3",37334996,"pi",3.0509
"chr3",37429996,"pi",2.9361
"chr3",37524997,"pi",4.0254
"chr3",37619998,"pi",4.1901
"chr3",37714998,"pi",4.3474
"chr3",37809999,"pi",3.7328
"chr3",37904999,"pi",3.7442
"chr3",3.8e+07,"pi",3.8504
"chr3",94763,"tajima",0.0406
"chr3",189764,"tajima",0.3311
"chr3",284764,"tajima",0.4672
"chr3",379765,"tajima",0.5813
"chr3",474765,"tajima",-0.1705
"chr3",569766,"tajima",0.0218
"chr3",664767,"tajima",0.1179
"chr3",759767,"tajima",1.0022
"chr3",854768,"tajima",0.7871
"chr3",949768,"tajima",0.9416
"chr3",1044769,"tajima",0.9331
"chr3",1139770,"tajima",0.3729
"chr3",1234770,"tajima",0.0076
"chr3",1329771,"tajima",-0.4869
"chr3",1424771,"tajima",0.7074
"chr3",1519772,"tajima",0.1411
"chr3",1614773,"tajima",0.3937
"chr3",1709773,"tajima",-0.1128
"chr3",1804774,"tajima",-0.1224
"chr3",1899774,"tajima",-1.3492
"chr3",1994775,"tajima",-1.6299
"chr3",2089776,"tajima",-1.4095
"chr3",2184776,"tajima",-1.2636
"chr3",2279777,"tajima",-1.0307
"chr3",2374777,"tajima",-0.9095
"chr3",2469778,"tajima",-0.9061
"chr3",2564779,"tajima",-1.9556
"chr3",2659779,"tajima",-1.7053
"chr3",2754780,"tajima",-1.0798
"chr3",2849780,"tajima",0.0105
"chr3",2944781,"tajima",0.8602
"chr3",3039781,"tajima",0.4898
"chr3",3134782,"tajima",-0.026
"chr3",3229783,"tajima",0.9494
"chr3",3324783,"tajima",-1.0189
"chr3",3419784,"tajima",-1.5828
"chr3",3514784,"tajima",-1.5681
"chr3",3609785,"tajima",-1.7447
"chr3",3704786,"tajima",-0.7666
"chr3",3799786,"tajima",-1.1053
"chr3",3894787,"tajima",-0.5197
"chr3",3989787,"tajima",-0.0629
"chr3",4084788,"tajima",-0.1717
"chr3",4179789,"tajima",-0.1874
"chr3",4274789,"tajima",-0.3312
"chr3",4369790,"tajima",-0.3099
"chr3",4464790,"tajima",0.0698
"chr3",4559791,"tajima",-0.0292
"chr3",4654792,"tajima",0.3015
"chr3",4749792,"tajima",-0.0151
"chr3",4844793,"tajima",0.1246
"chr3",4939793,"tajima",-0.3791
"chr3",5034794,"tajima",-0.5754
"chr3",5129795,"tajima",-1.0756
"chr3",5224795,"tajima",-1.2758
"chr3",5319796,"tajima",-1.5658
"chr3",5414796,"tajima",-1.2322
"chr3",5509797,"tajima",-1.57
"chr3",5604798,"tajima",-1.0357
"chr3",5699798,"tajima",-1.0885
"chr3",5794799,"tajima",-1.0495
"chr3",5889799,"tajima",-0.4952
"chr3",5984800,"tajima",-0.2159
"chr3",6079800,"tajima",1.1401
"chr3",6174801,"tajima",0.9107
"chr3",6269802,"tajima",0.2541
"chr3",6364802,"tajima",0.4304
"chr3",6459803,"tajima",0.2662
"chr3",6554803,"tajima",0.5935
"chr3",6649804,"tajima",0.9072
"chr3",6744805,"tajima",1.2452
"chr3",6839805,"tajima",1.1901
"chr3",6934806,"tajima",-0.3138
"chr3",7029806,"tajima",-1.3141
"chr3",7124807,"tajima",-0.3338
"chr3",7219808,"tajima",-0.0719
"chr3",7314808,"tajima",-0.2742
"chr3",7409809,"tajima",-0.9857
"chr3",7504809,"tajima",0.2096
"chr3",7599810,"tajima",1.2635
"chr3",7694811,"tajima",2.3231
"chr3",7789811,"tajima",1.4298
"chr3",7884812,"tajima",2.0294
"chr3",7979812,"tajima",1.8738
"chr3",8074813,"tajima",1.3721
"chr3",8169814,"tajima",1.7254
"chr3",8264814,"tajima",1.3013
"chr3",8359815,"tajima",0.4208
"chr3",8454815,"tajima",-0.1258
"chr3",8549816,"tajima",0.0853
"chr3",8644817,"tajima",-0.7607
"chr3",8739817,"tajima",-1.0451
"chr3",8834818,"tajima",-0.7014
"chr3",8929818,"tajima",0.2276
"chr3",9024819,"tajima",1.1712
"chr3",9119819,"tajima",0.5863
"chr3",9214820,"tajima",0.1669
"chr3",9309821,"tajima",0.8972
"chr3",9404821,"tajima",0.6345
"chr3",9499822,"tajima",0.3102
"chr3",9594822,"tajima",0.3248
"chr3",9689823,"tajima",0.2922
"chr3",9784824,"tajima",-0.8818
"chr3",9879824,"tajima",-1.1804
"chr3",9974825,"tajima",-1.1696
"chr3",10069825,"tajima",-0.8929
"chr3",10164826,"tajima",-1.2397
"chr3",10259827,"tajima",-1.028
"chr3",10354827,"tajima",-0.8372
"chr3",10449828,"tajima",-1.2462
"chr3",10544828,"tajima",-0.5253
"chr3",10639829,"tajima",-0.9136
"chr3",10734830,"tajima",0.1529
"chr3",10829830,"tajima",0.7938
"chr3",10924831,"tajima",0.2752
"chr3",11019831,"tajima",0.4769
"chr3",11114832,"tajima",-0.2999
"chr3",11209833,"tajima",0.8232
"chr3",11304833,"tajima",0.5051
"chr3",11399834,"tajima",0.9929
"chr3",11494834,"tajima",1.1706
"chr3",11589835,"tajima",1.54
"chr3",11684836,"tajima",1.1454
"chr3",11779836,"tajima",1.3613
"chr3",11874837,"tajima",1.4244
"chr3",11969837,"tajima",1.0849
"chr3",12064838,"tajima",1.3208
"chr3",12159838,"tajima",1.9417
"chr3",12254839,"tajima",1.7904
"chr3",12349840,"tajima",1.5413
"chr3",12444840,"tajima",1.0183
"chr3",12539841,"tajima",0.5211
"chr3",12634841,"tajima",0.8482
"chr3",12729842,"tajima",1.4029
"chr3",12824843,"tajima",1.6783
"chr3",12919843,"tajima",1.5283
"chr3",13014844,"tajima",1.0203
"chr3",13109844,"tajima",1.5588
"chr3",13204845,"tajima",0.396
"chr3",13299846,"tajima",0.7244
"chr3",13394846,"tajima",-0.3797
"chr3",13489847,"tajima",0.231
"chr3",13584847,"tajima",0.2734
"chr3",13679848,"tajima",-0.157
"chr3",13774849,"tajima",0.4479
"chr3",13869849,"tajima",-0.8106
"chr3",13964850,"tajima",-2.4355
"chr3",14059850,"tajima",-0.954
"chr3",14154851,"tajima",-1.4201
"chr3",14249852,"tajima",-0.991
"chr3",14344852,"tajima",-1.6213
"chr3",14439853,"tajima",-2.3288
"chr3",14534853,"tajima",-2.2917
"chr3",14629854,"tajima",-2.2603
"chr3",14724855,"tajima",-1.5924
"chr3",14819855,"tajima",-1.5255
"chr3",14914856,"tajima",-1.7906
"chr3",15009856,"tajima",-1.1367
"chr3",15104857,"tajima",-0.3148
"chr3",15199857,"tajima",0.2925
"chr3",15294858,"tajima",-1.2563
"chr3",15389859,"tajima",-1.4547
"chr3",15484859,"tajima",-2.1358
"chr3",15579860,"tajima",-2.2636
"chr3",15674860,"tajima",-1.4953
"chr3",15769861,"tajima",-2.135
"chr3",15864862,"tajima",-0.3592
"chr3",15959862,"tajima",-0.505
"chr3",16054863,"tajima",-0.3272
"chr3",16149863,"tajima",-0.3099
"chr3",16244864,"tajima",-0.7267
"chr3",16339865,"tajima",-0.7746
"chr3",16434865,"tajima",-1.2847
"chr3",16529866,"tajima",-2.5943
"chr3",16624866,"tajima",-2.8165
"chr3",16719867,"tajima",-2.2041
"chr3",16814868,"tajima",-1.3153
"chr3",16909868,"tajima",-1.1159
"chr3",17004869,"tajima",-0.0079
"chr3",17099869,"tajima",1.047
"chr3",17194870,"tajima",1.1194
"chr3",17289871,"tajima",2.7941
"chr3",17384871,"tajima",2.2006
"chr3",17479872,"tajima",2.6081
"chr3",17574872,"tajima",2.7827
"chr3",17669873,"tajima",2.5221
"chr3",17764874,"tajima",1.643
"chr3",17859874,"tajima",1.4383
"chr3",17954875,"tajima",0.9551
"chr3",18049875,"tajima",0.6183
"chr3",18144876,"tajima",1.1951
"chr3",18239876,"tajima",1.2158
"chr3",18334877,"tajima",1.2933
"chr3",18429878,"tajima",1.1915
"chr3",18524878,"tajima",1.3726
"chr3",18619879,"tajima",0.0635
"chr3",18714879,"tajima",1.0982
"chr3",18809880,"tajima",1.038
"chr3",18904881,"tajima",1.0624
"chr3",18999881,"tajima",0.6983
"chr3",19094882,"tajima",-0.0856
"chr3",19189882,"tajima",0.8089
"chr3",19284883,"tajima",0.6731
"chr3",19379884,"tajima",0.3571
"chr3",19474884,"tajima",-0.0416
"chr3",19569885,"tajima",-0.0549
"chr3",19664885,"tajima",-0.6116
"chr3",19759886,"tajima",-0.6745
"chr3",19854887,"tajima",0.1696
"chr3",19949887,"tajima",-0.4355
"chr3",20044888,"tajima",0.3544
"chr3",20139888,"tajima",0.0888
"chr3",20234889,"tajima",1.1229
"chr3",20329890,"tajima",0.0894
"chr3",20424890,"tajima",-0.6867
"chr3",20519891,"tajima",-0.1519
"chr3",20614891,"tajima",-1.3751
"chr3",20709892,"tajima",-1.3859
"chr3",20804893,"tajima",-2.1623
"chr3",20899893,"tajima",-2.0763
"chr3",20994894,"tajima",-2.519
"chr3",21089894,"tajima",-2.4406
"chr3",21184895,"tajima",-2.5691
"chr3",21279895,"tajima",-1.1524
"chr3",21374896,"tajima",0.141
"chr3",21469897,"tajima",0.3443
"chr3",21564897,"tajima",-0.6639
"chr3",21659898,"tajima",-0.285
"chr3",21754898,"tajima",-0.3389
"chr3",21849899,"tajima",-0.0844
"chr3",21944900,"tajima",-0.2644
"chr3",22039900,"tajima",0.2278
"chr3",22134901,"tajima",1.2384
"chr3",22229901,"tajima",1.6469
"chr3",22324902,"tajima",2.0006
"chr3",22419903,"tajima",1.9526
"chr3",22514903,"tajima",3
"chr3",22609904,"tajima",2.6704
"chr3",22704904,"tajima",2.3193
"chr3",22799905,"tajima",2.5185
"chr3",22894906,"tajima",2.395
"chr3",22989906,"tajima",2.837
"chr3",23084907,"tajima",2.3033
"chr3",23179907,"tajima",1.9946
"chr3",23274908,"tajima",2.2424
"chr3",23369909,"tajima",2.8392
"chr3",23464909,"tajima",2.1586
"chr3",23559910,"tajima",2.2091
"chr3",23654910,"tajima",2.9873
"chr3",23749911,"tajima",3
"chr3",23844912,"tajima",2.5915
"chr3",23939912,"tajima",3
"chr3",24034913,"tajima",2.9348
"chr3",24129913,"tajima",2.0597
"chr3",24224914,"tajima",2.8594
"chr3",24319914,"tajima",2.5841
"chr3",24414915,"tajima",3
"chr3",24509916,"tajima",1.5641
"chr3",24604916,"tajima",0.9436
"chr3",24699917,"tajima",0.8552
"chr3",24794917,"tajima",-0.1603
"chr3",24889918,"tajima",-0.4959
"chr3",24984919,"tajima",-0.9698
"chr3",25079919,"tajima",0.2472
"chr3",25174920,"tajima",0.2175
"chr3",25269920,"tajima",0.6571
"chr3",25364921,"tajima",0.2908
"chr3",25459922,"tajima",0.7453
"chr3",25554922,"tajima",0.8099
"chr3",25649923,"tajima",0.743
"chr3",25744923,"tajima",1.0125
"chr3",25839924,"tajima",0.0798
"chr3",25934925,"tajima",-1.0287
"chr3",26029925,"tajima",-1.2609
"chr3",26124926,"tajima",-2.0395
"chr3",26219926,"tajima",-2.4573
"chr3",26314927,"tajima",-0.2661
"chr3",26409928,"tajima",-1.2833
"chr3",26504928,"tajima",-0.3057
"chr3",26599929,"tajima",-0.834
"chr3",26694929,"tajima",-0.5988
"chr3",26789930,"tajima",-0.0439
"chr3",26884931,"tajima",-0.4553
"chr3",26979931,"tajima",-0.6859
"chr3",27074932,"tajima",-1.2386
"chr3",27169932,"tajima",-0.1899
"chr3",27264933,"tajima",-0.1272
"chr3",27359933,"tajima",-0.6314
"chr3",27454934,"tajima",-1.4163
"chr3",27549935,"tajima",-0.9273
"chr3",27644935,"tajima",-0.4722
"chr3",27739936,"tajima",0.4364
"chr3",27834936,"tajima",0.9897
"chr3",27929937,"tajima",0.9222
"chr3",28024938,"tajima",1.1621
"chr3",28119938,"tajima",0.8702
"chr3",28214939,"tajima",0.3842
"chr3",28309939,"tajima",0.6446
"chr3",28404940,"tajima",0.3413
"chr3",28499941,"tajima",0.4385
"chr3",28594941,"tajima",-0.0333
"chr3",28689942,"tajima",0.1009
"chr3",28784942,"tajima",0.5051
"chr3",28879943,"tajima",1.2793
"chr3",28974944,"tajima",1.576
"chr3",29069944,"tajima",1.8096
"chr3",29164945,"tajima",2.4499
"chr3",29259945,"tajima",3
"chr3",29354946,"tajima",3
"chr3",29449947,"tajima",3
"chr3",29544947,"tajima",2.0802
"chr3",29639948,"tajima",1.5229
"chr3",29734948,"tajima",-0.0806
"chr3",29829949,"tajima",-0.246
"chr3",29924950,"tajima",0.1685
"chr3",30019950,"tajima",0.4016
"chr3",30114951,"tajima",0.7433
"chr3",30209951,"tajima",0.7494
"chr3",30304952,"tajima",0.4561
"chr3",30399952,"tajima",0.5969
"chr3",30494953,"tajima",0.163
"chr3",30589954,"tajima",-0.2252
"chr3",30684954,"tajima",-0.3343
"chr3",30779955,"tajima",-0.4353
"chr3",30874955,"tajima",-0.1517
"chr3",30969956,"tajima",0.4177
"chr3",31064957,"tajima",0.9086
"chr3",31159957,"tajima",1.8533
"chr3",31254958,"tajima",1.296
"chr3",31349958,"tajima",0.6678
"chr3",31444959,"tajima",0.6101
"chr3",31539960,"tajima",-0.0693
"chr3",31634960,"tajima",0.1789
"chr3",31729961,"tajima",0.3149
"chr3",31824961,"tajima",0.6995
"chr3",31919962,"tajima",1.1134
"chr3",32014963,"tajima",1.1589
"chr3",32109963,"tajima",1.7111
"chr3",32204964,"tajima",1.3908
"chr3",32299964,"tajima",2.7357
"chr3",32394965,"tajima",2.8269
"chr3",32489966,"tajima",2.9188
"chr3",32584966,"tajima",2.2339
"chr3",32679967,"tajima",2.0282
"chr3",32774967,"tajima",1.127
"chr3",32869968,"tajima",1.9472
"chr3",32964969,"tajima",1.324
"chr3",33059969,"tajima",0.5022
"chr3",33154970,"tajima",1.0826
"chr3",33249970,"tajima",1.0957
"chr3",33344971,"tajima",0.2667
"chr3",33439971,"tajima",-0.6703
"chr3",33534972,"tajima",-1.2597
"chr3",33629973,"tajima",-1.2724
"chr3",33724973,"tajima",-2.3159
"chr3",33819974,"tajima",-2.5753
"chr3",33914974,"tajima",-2.8468
"chr3",34009975,"tajima",-1.7969
"chr3",34104976,"tajima",-2.4764
"chr3",34199976,"tajima",-2.2822
"chr3",34294977,"tajima",-1.8026
"chr3",34389977,"tajima",-2.5842
"chr3",34484978,"tajima",-2.9425
"chr3",34579979,"tajima",-1.8548
"chr3",34674979,"tajima",-1.6375
"chr3",34769980,"tajima",-1.6009
"chr3",34864980,"tajima",-1.3783
"chr3",34959981,"tajima",-1.5735
"chr3",35054982,"tajima",-0.9878
"chr3",35149982,"tajima",-1.5811
"chr3",35244983,"tajima",-0.6461
"chr3",35339983,"tajima",-1.0795
"chr3",35434984,"tajima",-0.3678
"chr3",35529985,"tajima",-1.2326
"chr3",35624985,"tajima",-1.0019
"chr3",35719986,"tajima",-1.2408
"chr3",35814986,"tajima",-0.4967
"chr3",35909987,"tajima",-0.1798
"chr3",36004988,"tajima",-1.2511
"chr3",36099988,"tajima",-0.4134
"chr3",36194989,"tajima",-0.6692
"chr3",36289989,"tajima",-0.065
"chr3",36384990,"tajima",-0.1407
"chr3",36479990,"tajima",0.4373
"chr3",36574991,"tajima",-0.4258
"chr3",36669992,"tajima",-0.6084
"chr3",36764992,"tajima",-0.6006
"chr3",36859993,"tajima",-0.7024
"chr3",36954993,"tajima",-0.7845
"chr3",37049994,"tajima",-0.5873
"chr3",37144995,"tajima",-0.2911
"chr3",37239995,"tajima",-0.9268
"chr3",37334996,"tajima",-1.208
"chr3",37429996,"tajima",-1.3437
"chr3",37524997,"tajima",-0.0563
"chr3",37619998,"tajima",0.1383
"chr3",37714998,"tajima",0.3242
"chr3",37809999,"tajima",-0.4021
"chr3",37904999,"tajima",-0.3887
"chr3",3.8e+07,"tajima",-0.2631
"chr4",77307,"fst",0.0919
"chr4",154807,"fst",0.0519
"chr4",232308,"fst",0.0887
"chr4",309808,"fst",0.1984
"chr4",387309,"fst",0.2003
"chr4",464809,"fst",0.2246
"chr4",542310,"fst",0.2168
"chr4",619810,"fst",0.203
"chr4",697311,"fst",0.1345
"chr4",774811,"fst",0.1248
"chr4",852312,"fst",0.129
"chr4",929812,"fst",0.0969
"chr4",1007313,"fst",0.1596
"chr4",1084813,"fst",0.0786
"chr4",1162314,"fst",0.0703
"chr4",1239814,"fst",0.0659
"chr4",1317314,"fst",0.0414
"chr4",1394815,"fst",0.1102
"chr4",1472315,"fst",0.0887
"chr4",1549816,"fst",0.0553
"chr4",1627316,"fst",0.0607
"chr4",1704817,"fst",0.0794
"chr4",1782317,"fst",0.0974
"chr4",1859818,"fst",0.143
"chr4",1937318,"fst",0.1155
"chr4",2014819,"fst",0.0848
"chr4",2092319,"fst",0.1502
"chr4",2169820,"fst",0.1234
"chr4",2247320,"fst",0.0574
"chr4",2324821,"fst",0.1014
"chr4",2402321,"fst",0.1288
"chr4",2479822,"fst",0.1396
"chr4",2557322,"fst",0.1316
"chr4",2634823,"fst",0.0809
"chr4",2712323,"fst",0.073
"chr4",2789824,"fst",0.0981
"chr4",2867324,"fst",0.0454
"chr4",2944825,"fst",0.031
"chr4",3022325,"fst",0.1324
"chr4",3099826,"fst",0.1361
"chr4",3177326,"fst",0.0938
"chr4",3254827,"fst",0.1012
"chr4",3332327,"fst",0.0964
"chr4",3409828,"fst",0.1143
"chr4",3487328,"fst",0.1455
"chr4",3564829,"fst",0.1252
"chr4",3642329,"fst",0.1487
"chr4",3719829,"fst",0.1584
"chr4",3797330,"fst",0.0742
"chr4",3874830,"fst",0.0882
"chr4",3952331,"fst",0.0777
"chr4",4029831,"fst",0.0696
"chr4",4107332,"fst",0.1013
"chr4",4184832,"fst",0.0703
"chr4",4262333,"fst",0.0803
"chr4",4339833,"fst",0.1167
"chr4",4417334,"fst",0.0824
"chr4",4494834,"fst",0.0695
"chr4",4572335,"fst",0.056
"chr4",4649835,"fst",0.0352
"chr4",4727336,"fst",0.0598
"chr4",4804836,"fst",0.1023
"chr4",4882337,"fst",0.086
"chr4",4959837,"fst",0.0715
"chr4",5037338,"fst",0.0809
"chr4",5114838,"fst",0.0413
"chr4",5192339,"fst",0.0551
"chr4",5269839,"fst",0.1022
"chr4",5347340,"fst",0.0816
"chr4",5424840,"fst",0.1337
"chr4",5502341,"fst",0.1897
"chr4",5579841,"fst",0.2065
"chr4",5657342,"fst",0.1747
"chr4",5734842,"fst",0.1498
"chr4",5812343,"fst",0.151
"chr4",5889843,"fst",0.1813
"chr4",5967344,"fst",0.1727
"chr4",6044844,"fst",0.2228
"chr4",6122345,"fst",0.238
"chr4",6199845,"fst",0.1626
"chr4",6277345,"fst",0.1365
"chr4",6354846,"fst",0.1055
"chr4",6432346,"fst",0.0771
"chr4",6509847,"fst",0.087
"chr4",6587347,"fst",0.1051
"chr4",6664848,"fst",0.0977
"chr4",6742348,"fst",0.1266
"chr4",6819849,"fst",0.108
"chr4",6897349,"fst",0.1061
"chr4",6974850,"fst",0.1193
"chr4",7052350,"fst",0.1342
"chr4",7129851,"fst",0.0943
"chr4",7207351,"fst",0.1185
"chr4",7284852,"fst",0.1389
"chr4",7362352,"fst",0.1113
"chr4",7439853,"fst",0.1427
"chr4",7517353,"fst",0.1592
"chr4",7594854,"fst",0.1698
"chr4",7672354,"fst",0.1796
"chr4",7749855,"fst",0.2209
"chr4",7827355,"fst",0.255
"chr4",7904856,"fst",0.232
"chr4",7982356,"fst",0.2513
"chr4",8059857,"fst",0.233
"chr4",8137357,"fst",0.1857
"chr4",8214858,"fst",0.2037
"chr4",8292358,"fst",0.2293
"chr4",8369859,"fst",0.2433
"chr4",8447359,"fst",0.183
"chr4",8524860,"fst",0.228
"chr4",8602360,"fst",0.2017
"chr4",8679860,"fst",0.238
"chr4",8757361,"fst",0.2317
"chr4",8834861,"fst",0.2688
"chr4",8912362,"fst",0.2638
"chr4",8989862,"fst",0.2369
"chr4",9067363,"fst",0.2354
"chr4",9144863,"fst",0.2625
"chr4",9222364,"fst",0.2012
"chr4",9299864,"fst",0.1882
"chr4",9377365,"fst",0.2252
"chr4",9454865,"fst",0.1972
"chr4",9532366,"fst",0.1776
"chr4",9609866,"fst",0.1541
"chr4",9687367,"fst",0.1759
"chr4",9764867,"fst",0.1758
"chr4",9842368,"fst",0.1405
"chr4",9919868,"fst",0.1809
"chr4",9997369,"fst",0.1721
"chr4",10074869,"fst",0.2019
"chr4",10152370,"fst",0.2845
"chr4",10229870,"fst",0.2335
"chr4",10307371,"fst",0.1275
"chr4",10384871,"fst",0.118
"chr4",10462372,"fst",0.1689
"chr4",10539872,"fst",0.116
"chr4",10617373,"fst",0.1032
"chr4",10694873,"fst",0.1182
"chr4",10772374,"fst",0.1273
"chr4",10849874,"fst",0.1417
"chr4",10927375,"fst",0.1013
"chr4",11004875,"fst",0.0994
"chr4",11082376,"fst",0.0726
"chr4",11159876,"fst",0.152
"chr4",11237376,"fst",0.104
"chr4",11314877,"fst",0.1263
"chr4",11392377,"fst",0.1125
"chr4",11469878,"fst",0.1425
"chr4",11547378,"fst",0.2293
"chr4",11624879,"fst",0.1978
"chr4",11702379,"fst",0.1416
"chr4",11779880,"fst",0.1535
"chr4",11857380,"fst",0.0805
"chr4",11934881,"fst",0.0492
"chr4",12012381,"fst",0.0718
"chr4",12089882,"fst",0.0381
"chr4",12167382,"fst",0.0451
"chr4",12244883,"fst",0.0829
"chr4",12322383,"fst",0.1117
"chr4",12399884,"fst",0.1568
"chr4",12477384,"fst",0.0887
"chr4",12554885,"fst",0.023
"chr4",12632385,"fst",0.0299
"chr4",12709886,"fst",0.0557
"chr4",12787386,"fst",0.025
"chr4",12864887,"fst",0.0843
"chr4",12942387,"fst",0.0895
"chr4",13019888,"fst",0.106
"chr4",13097388,"fst",0.0781
"chr4",13174889,"fst",0.068
"chr4",13252389,"fst",0.0394
"chr4",13329890,"fst",0.037
"chr4",13407390,"fst",0.0266
"chr4",13484891,"fst",0.0522
"chr4",13562391,"fst",0.0513
"chr4",13639891,"fst",0.0401
"chr4",13717392,"fst",0.0441
"chr4",13794892,"fst",0.0203
"chr4",13872393,"fst",0.0796
"chr4",13949893,"fst",0.0047
"chr4",14027394,"fst",0.0685
"chr4",14104894,"fst",0.0845
"chr4",14182395,"fst",0.0762
"chr4",14259895,"fst",0.1166
"chr4",14337396,"fst",0.143
"chr4",14414896,"fst",0.1191
"chr4",14492397,"fst",0.1672
"chr4",14569897,"fst",0.1751
"chr4",14647398,"fst",0.1704
"chr4",14724898,"fst",0.1799
"chr4",14802399,"fst",0.1791
"chr4",14879899,"fst",0.1586
"chr4",14957400,"fst",0.196
"chr4",15034900,"fst",0.1959
"chr4",15112401,"fst",0.1866
"chr4",15189901,"fst",0.2449
"chr4",15267402,"fst",0.2253
"chr4",15344902,"fst",0.233
"chr4",15422403,"fst",0.2071
"chr4",15499903,"fst",0.1471
"chr4",15577404,"fst",0.1221
"chr4",15654904,"fst",0.1408
"chr4",15732405,"fst",0.0477
"chr4",15809905,"fst",0.0401
"chr4",15887406,"fst",0.0599
"chr4",15964906,"fst",0.0847
"chr4",16042407,"fst",0.072
"chr4",16119907,"fst",0.0826
"chr4",16197407,"fst",0.0948
"chr4",16274908,"fst",0.1199
"chr4",16352408,"fst",0.0869
"chr4",16429909,"fst",0.1141
"chr4",16507409,"fst",0.1627
"chr4",16584910,"fst",0.1279
"chr4",16662410,"fst",0.1018
"chr4",16739911,"fst",0.0969
"chr4",16817411,"fst",0.063
"chr4",16894912,"fst",0.0673
"chr4",16972412,"fst",0.0878
"chr4",17049913,"fst",0.0916
"chr4",17127413,"fst",0.1203
"chr4",17204914,"fst",0.1018
"chr4",17282414,"fst",0.0879
"chr4",17359915,"fst",0.0261
"chr4",17437415,"fst",0.023
"chr4",17514916,"fst",0.0203
"chr4",17592416,"fst",0
"chr4",17669917,"fst",0.017
"chr4",17747417,"fst",0.0462
"chr4",17824918,"fst",0.1076
